x,y
1.9774146290923618,0.6923267690504948
3.9617682132953025,0.6984406945038115
5.854439507088788,0.8042463673248683
7.584315584686054,0.8585093091212279
9.06767178514628,0.8533418227176419
9.720841121226536,0.4444565104560425
9.982829621600924,-0.03743131343871786
10.03958128977666,-0.6471332334871529
9.851875820155758,-1.1520629677418206
9.56908238765354,-1.6125991781484383
8.757559102726194,-1.833127248545931
7.153614663656112,-1.8937777799178495
4.689170369662806,-1.7628559592428874
3.1111657028555335,-1.874404359087709
1.9050622945501745,-2.2956354071189605
1.135152290194366,-2.648231128830717
0.67936304013645437,-2.662311638494916
0.41457600413485736,-3.3417455721969613
0.206750476459357557,-4.07383485671888
0.4620319481197031,-4.880387247230225
0.8543132392279809,-5.43455578406174
1.6674089799392027,-5.647897446999199
2.5156318420127377,-5.4607894983431065
4.14138490588501,-5.093028887211139
6.709543025323777,-4.745961761380965
10.696171004956295,-4.447806460531515
13.22857706510997,-4.031507488727111
15.945937885245087,-3.235658161096155
16.958153472057457,-2.4169614552235363
17.5407104126622,-0.8772171144871241
17.61031241506749,0.3249668791606539
17.379438154328945,1.2453609403921502
16.74691430379856,1.8018243712068913
15.876950879107955,1.792429046230216
15.502240885601552,1.1414377718197843
15.53646696060791,0.3840538951620682
15.460339005304508,-0.31122276008435
15.12834601546119,-1.0303889597903093
14.612532137802503,-1.3321017670452222
13.998233492299931,-1.3533216104583254
13.152716679207415,-0.056774564154117524
12.326657617081956,1.4221854301186974
10.891424940344045,2.3451422517502643
9.099124114115638,2.73577904833007
7.201417843495505,2.91812352021842
5.032009488513576,2.8799000232249244
2.840293662565381,2.862445805623736
1.601792494237161,2.75007767495424033
1.0148902555702417,2.2312778483934506
0.9709615176880959,1.5409319824110725
1.2454420385919232,0.9167212850752251
