x,y
5.166997573650935,0.6136762515978851
8.398803555538112,0.6724497099665059
9.552883382960308,0.5053063902140775
10.25841742796535,-0.3729581302674285
9.974029175000648,-1.4760686417625024
8.90765281168745,-1.8767816011093272
7.058472610133613,-2.0937986403730737
4.7972264857264735,-2.1005316854944187
2.57004474546046,-2.208649489041812
0.18124658112902736,-3.180504192261674
0.0766807172146855,-4.602440295164338
0.38634607148899036,-5.881627273452412
1.6065630295566482,-6.720241258785148
3.1916294101864615,-7.4571379476240725
4.850729398110537,-7.488718387407237
6.437592576866843,-6.8009398347271285
7.674890043454688,-5.310018875471417
9.380634624034045,-4.525461864661096
11.507619072096837,-4.290877477970938
13.424265764886314,-4.067571061347837
15.45466141280551,-3.717626828396121
17.406674736539433,-2.467844593706121
17.83049424260469,-0.8178467064513706
17.515431617127096,1.1240149692035857
16.68906342313201,1.9234775090696585
15.563339074107908,1.5617707261735738
15.272038599451491,0.25035998604227583
14.893815500914101,-1.1259807600150369
13.643064673893978,-1.4039870668974541
13.200880094552002,-0.4633864525248472
12.645994597544,0.8930568448953586
11.194493570774064,2.1110206407932584
8.696699315896813,2.6099203458455627
5.9526381548295895,2.6435952365427884
3.031510223242524,2.607506636127474
0.9775129146141222,2.1357577633916396
0.5702897078606153,1.3002868652871271
1.265185739282507,0.7047182185713368
2.5417136073814097,0.5019519359634419
3.8402341668175923,0.4510382143165321
